pid1,pid2,uid1,uid2,label,path1,path2
4633,2444,206,832,0,data\dev\4633,data\dev\2444
12023,36616,953,800,0,data\dev\12023,data\dev\36616
38034,7422,986,986,1,data\dev\38034,data\dev\7422
31591,45884,167,123,0,data\dev\31591,data\dev\45884
91374,56760,546,546,1,data\dev\91374,data\dev\56760
14775,93153,586,719,0,data\dev\14775,data\dev\93153
2889,13443,966,481,0,data\dev\2889,data\dev\13443
18762,59824,640,640,1,data\dev\18762,data\dev\59824
36965,76357,857,857,1,data\dev\36965,data\dev\76357
77061,96086,920,213,0,data\dev\77061,data\dev\96086
13822,54935,371,145,0,data\dev\13822,data\dev\54935
68328,93361,358,649,0,data\dev\68328,data\dev\93361
13098,2826,677,677,1,data\dev\13098,data\dev\2826
86741,89735,84,84,1,data\dev\86741,data\dev\89735
96861,8854,812,812,1,data\dev\96861,data\dev\8854
71839,15032,816,816,1,data\dev\71839,data\dev\15032
41979,64069,740,740,1,data\dev\41979,data\dev\64069
93598,14197,561,561,1,data\dev\93598,data\dev\14197
68724,29353,624,624,1,data\dev\68724,data\dev\29353
28659,17057,808,808,1,data\dev\28659,data\dev\17057
71260,15677,541,541,1,data\dev\71260,data\dev\15677
45077,655,137,644,0,data\dev\45077,data\dev\655
12377,23149,334,932,0,data\dev\12377,data\dev\23149
96120,24067,616,616,1,data\dev\96120,data\dev\24067
36597,26346,455,293,0,data\dev\36597,data\dev\26346
28437,53493,514,514,1,data\dev\28437,data\dev\53493
61619,70002,860,786,0,data\dev\61619,data\dev\70002
83500,9422,421,543,0,data\dev\83500,data\dev\9422
234,16963,454,454,1,data\dev\234,data\dev\16963
26606,27545,856,16,0,data\dev\26606,data\dev\27545
45277,27431,663,516,0,data\dev\45277,data\dev\27431
4712,4730,255,532,0,data\dev\4712,data\dev\4730
512,72520,871,871,1,data\dev\512,data\dev\72520
66126,57733,962,962,1,data\dev\66126,data\dev\57733
85768,89625,354,354,1,data\dev\85768,data\dev\89625
83374,2260,899,899,1,data\dev\83374,data\dev\2260
26317,61555,943,943,1,data\dev\26317,data\dev\61555
7398,82640,802,905,0,data\dev\7398,data\dev\82640
80853,4005,47,47,1,data\dev\80853,data\dev\4005
73998,41377,390,954,0,data\dev\73998,data\dev\41377
90712,85457,872,872,1,data\dev\90712,data\dev\85457
37353,74928,211,594,0,data\dev\37353,data\dev\74928
8449,73933,841,841,1,data\dev\8449,data\dev\73933
59513,67841,112,427,0,data\dev\59513,data\dev\67841
17172,87545,548,589,0,data\dev\17172,data\dev\87545
80983,80171,976,976,1,data\dev\80983,data\dev\80171
65599,27321,55,931,0,data\dev\65599,data\dev\27321
24885,84797,627,627,1,data\dev\24885,data\dev\84797
27534,20924,263,695,0,data\dev\27534,data\dev\20924
31202,51837,654,654,1,data\dev\31202,data\dev\51837
80440,92525,411,411,1,data\dev\80440,data\dev\92525
73169,55313,571,571,1,data\dev\73169,data\dev\55313
40368,18016,577,967,0,data\dev\40368,data\dev\18016
71114,60828,965,965,1,data\dev\71114,data\dev\60828
33275,57925,776,543,0,data\dev\33275,data\dev\57925
59767,62476,727,103,0,data\dev\59767,data\dev\62476
34188,41765,927,927,1,data\dev\34188,data\dev\41765
76073,96183,856,764,0,data\dev\76073,data\dev\96183
82571,9693,295,137,0,data\dev\82571,data\dev\9693
25807,95900,633,633,1,data\dev\25807,data\dev\95900
86552,78799,604,604,1,data\dev\86552,data\dev\78799
15571,5045,775,2,0,data\dev\15571,data\dev\5045
17822,76495,565,565,1,data\dev\17822,data\dev\76495
37017,70452,538,288,0,data\dev\37017,data\dev\70452
59735,7654,267,464,0,data\dev\59735,data\dev\7654
51230,29105,591,219,0,data\dev\51230,data\dev\29105
95826,80002,594,164,0,data\dev\95826,data\dev\80002
83911,74847,98,842,0,data\dev\83911,data\dev\74847
43650,97249,516,913,0,data\dev\43650,data\dev\97249
24058,79896,747,838,0,data\dev\24058,data\dev\79896
59891,27608,291,481,0,data\dev\59891,data\dev\27608
64546,21803,949,522,0,data\dev\64546,data\dev\21803
66023,49922,410,410,1,data\dev\66023,data\dev\49922
77463,98744,662,662,1,data\dev\77463,data\dev\98744
37718,9400,619,983,0,data\dev\37718,data\dev\9400
68627,13800,563,426,0,data\dev\68627,data\dev\13800
27339,93774,322,322,1,data\dev\27339,data\dev\93774
53404,18446,427,427,1,data\dev\53404,data\dev\18446
70729,89094,820,702,0,data\dev\70729,data\dev\89094
18338,6706,989,858,0,data\dev\18338,data\dev\6706
2690,74211,112,22,0,data\dev\2690,data\dev\74211
75964,39307,436,436,1,data\dev\75964,data\dev\39307
62320,55063,941,941,1,data\dev\62320,data\dev\55063
99895,5924,15,15,1,data\dev\99895,data\dev\5924
75602,37820,726,726,1,data\dev\75602,data\dev\37820
63299,87027,479,339,0,data\dev\63299,data\dev\87027
40621,19794,800,800,1,data\dev\40621,data\dev\19794
34503,85581,532,261,0,data\dev\34503,data\dev\85581
69142,64543,343,343,1,data\dev\69142,data\dev\64543
61985,71487,423,423,1,data\dev\61985,data\dev\71487
52482,43558,939,964,0,data\dev\52482,data\dev\43558
70786,19902,94,94,1,data\dev\70786,data\dev\19902
46095,10681,153,153,1,data\dev\46095,data\dev\10681
79823,39291,592,393,0,data\dev\79823,data\dev\39291
27322,43454,676,676,1,data\dev\27322,data\dev\43454
7243,98364,434,434,1,data\dev\7243,data\dev\98364
93012,64728,311,217,0,data\dev\93012,data\dev\64728
22494,20415,27,455,0,data\dev\22494,data\dev\20415
82129,73605,853,853,1,data\dev\82129,data\dev\73605
54517,52859,223,705,0,data\dev\54517,data\dev\52859
12290,69033,727,727,1,data\dev\12290,data\dev\69033
67308,55404,94,54,0,data\dev\67308,data\dev\55404
90444,41989,501,793,0,data\dev\90444,data\dev\41989
99334,34560,574,574,1,data\dev\99334,data\dev\34560
4589,61107,704,418,0,data\dev\4589,data\dev\61107
83005,21993,158,271,0,data\dev\83005,data\dev\21993
64835,24871,800,800,1,data\dev\64835,data\dev\24871
90001,9265,240,578,0,data\dev\90001,data\dev\9265
64681,61688,811,969,0,data\dev\64681,data\dev\61688
99508,71093,273,273,1,data\dev\99508,data\dev\71093
50844,1638,812,812,1,data\dev\50844,data\dev\1638
74840,8608,980,980,1,data\dev\74840,data\dev\8608
29599,70663,622,622,1,data\dev\29599,data\dev\70663
49199,9532,845,845,1,data\dev\49199,data\dev\9532
4115,65152,752,752,1,data\dev\4115,data\dev\65152
28421,70858,860,80,0,data\dev\28421,data\dev\70858
65838,27452,162,67,0,data\dev\65838,data\dev\27452
61555,27243,943,846,0,data\dev\61555,data\dev\27243
56790,63021,194,383,0,data\dev\56790,data\dev\63021
16603,3176,467,467,1,data\dev\16603,data\dev\3176
75416,26490,365,365,1,data\dev\75416,data\dev\26490
11615,5850,776,903,0,data\dev\11615,data\dev\5850
96045,61289,893,548,0,data\dev\96045,data\dev\61289
82408,58399,881,881,1,data\dev\82408,data\dev\58399
2420,44867,751,751,1,data\dev\2420,data\dev\44867
6775,49611,72,72,1,data\dev\6775,data\dev\49611
35688,86700,305,719,0,data\dev\35688,data\dev\86700
50452,96205,247,247,1,data\dev\50452,data\dev\96205
97721,9808,528,528,1,data\dev\97721,data\dev\9808
20892,82035,631,631,1,data\dev\20892,data\dev\82035
86415,16712,977,977,1,data\dev\86415,data\dev\16712
79373,77535,801,805,0,data\dev\79373,data\dev\77535
80350,20433,594,29,0,data\dev\80350,data\dev\20433
78288,35783,539,741,0,data\dev\78288,data\dev\35783
85340,89581,749,290,0,data\dev\85340,data\dev\89581
89409,71435,588,766,0,data\dev\89409,data\dev\71435
94657,32372,200,223,0,data\dev\94657,data\dev\32372
30165,54766,114,880,0,data\dev\30165,data\dev\54766
99904,91374,683,546,0,data\dev\99904,data\dev\91374
56023,26315,197,197,1,data\dev\56023,data\dev\26315
783,60122,173,668,0,data\dev\783,data\dev\60122
75036,31026,998,998,1,data\dev\75036,data\dev\31026
18838,63607,548,548,1,data\dev\18838,data\dev\63607
91849,4859,911,911,1,data\dev\91849,data\dev\4859
56132,86848,240,869,0,data\dev\56132,data\dev\86848
1425,38725,477,477,1,data\dev\1425,data\dev\38725
60914,12260,84,84,1,data\dev\60914,data\dev\12260
21370,15724,535,369,0,data\dev\21370,data\dev\15724
23769,9220,68,978,0,data\dev\23769,data\dev\9220
2172,783,651,173,0,data\dev\2172,data\dev\783
5467,52861,58,452,0,data\dev\5467,data\dev\52861
80217,39564,520,674,0,data\dev\80217,data\dev\39564
5094,34411,665,141,0,data\dev\5094,data\dev\34411
52584,59956,889,939,0,data\dev\52584,data\dev\59956
65017,42510,306,557,0,data\dev\65017,data\dev\42510
81522,38691,967,967,1,data\dev\81522,data\dev\38691
11594,41264,7,922,0,data\dev\11594,data\dev\41264
203,7434,748,748,1,data\dev\203,data\dev\7434
63516,33275,776,776,1,data\dev\63516,data\dev\33275
405,51520,385,385,1,data\dev\405,data\dev\51520
74366,74722,240,240,1,data\dev\74366,data\dev\74722
58750,91927,764,764,1,data\dev\58750,data\dev\91927
29287,96062,113,113,1,data\dev\29287,data\dev\96062
94208,28160,979,979,1,data\dev\94208,data\dev\28160
57981,30246,426,426,1,data\dev\57981,data\dev\30246
33829,7284,750,962,0,data\dev\33829,data\dev\7284
70337,4528,573,864,0,data\dev\70337,data\dev\4528
91855,76926,733,733,1,data\dev\91855,data\dev\76926
6574,21389,208,448,0,data\dev\6574,data\dev\21389
35699,48997,308,308,1,data\dev\35699,data\dev\48997
66234,55220,886,89,0,data\dev\66234,data\dev\55220
19854,17082,892,10,0,data\dev\19854,data\dev\17082
20620,29828,207,207,1,data\dev\20620,data\dev\29828
3784,16462,516,516,1,data\dev\3784,data\dev\16462
8933,78265,361,361,1,data\dev\8933,data\dev\78265
18134,39748,141,141,1,data\dev\18134,data\dev\39748
41716,7245,995,928,0,data\dev\41716,data\dev\7245
30990,30797,956,956,1,data\dev\30990,data\dev\30797
91473,4533,573,645,0,data\dev\91473,data\dev\4533
64728,3744,217,609,0,data\dev\64728,data\dev\3744
88671,57214,431,431,1,data\dev\88671,data\dev\57214
62932,53885,227,903,0,data\dev\62932,data\dev\53885
83229,73998,390,390,1,data\dev\83229,data\dev\73998
68785,15953,451,451,1,data\dev\68785,data\dev\15953
13880,79314,914,914,1,data\dev\13880,data\dev\79314
42259,62830,660,660,1,data\dev\42259,data\dev\62830
65026,5319,727,98,0,data\dev\65026,data\dev\5319
96739,75250,688,688,1,data\dev\96739,data\dev\75250
55568,66870,382,570,0,data\dev\55568,data\dev\66870
87696,32154,116,116,1,data\dev\87696,data\dev\32154
22366,28012,67,335,0,data\dev\22366,data\dev\28012
9874,20886,8,386,0,data\dev\9874,data\dev\20886
46646,64672,186,673,0,data\dev\46646,data\dev\64672
63424,19351,315,315,1,data\dev\63424,data\dev\19351
14194,55475,88,233,0,data\dev\14194,data\dev\55475
2279,71397,758,758,1,data\dev\2279,data\dev\71397
82707,92348,449,502,0,data\dev\82707,data\dev\92348
91907,80320,218,218,1,data\dev\91907,data\dev\80320
53627,94599,925,947,0,data\dev\53627,data\dev\94599
7535,80677,921,286,0,data\dev\7535,data\dev\80677
14855,1865,755,755,1,data\dev\14855,data\dev\1865
88706,86371,380,380,1,data\dev\88706,data\dev\86371
15250,2846,324,324,1,data\dev\15250,data\dev\2846
514,83050,265,265,1,data\dev\514,data\dev\83050
77043,46343,331,801,0,data\dev\77043,data\dev\46343
78584,99074,224,224,1,data\dev\78584,data\dev\99074
18368,51409,406,406,1,data\dev\18368,data\dev\51409
4847,59574,716,716,1,data\dev\4847,data\dev\59574
11730,6377,287,287,1,data\dev\11730,data\dev\6377
77887,73698,447,612,0,data\dev\77887,data\dev\73698
38064,16903,576,576,1,data\dev\38064,data\dev\16903
79590,54357,559,559,1,data\dev\79590,data\dev\54357
9799,59254,923,518,0,data\dev\9799,data\dev\59254
49125,40191,713,713,1,data\dev\49125,data\dev\40191
69287,54772,43,43,1,data\dev\69287,data\dev\54772
43592,49702,150,150,1,data\dev\43592,data\dev\49702
53479,79007,903,903,1,data\dev\53479,data\dev\79007
5936,48966,780,780,1,data\dev\5936,data\dev\48966
56183,58153,802,802,1,data\dev\56183,data\dev\58153
80226,89904,394,124,0,data\dev\80226,data\dev\89904
4761,35548,66,66,1,data\dev\4761,data\dev\35548
28059,77137,744,744,1,data\dev\28059,data\dev\77137
47313,88140,420,966,0,data\dev\47313,data\dev\88140
41688,20929,542,371,0,data\dev\41688,data\dev\20929
51081,68499,295,362,0,data\dev\51081,data\dev\68499
86455,14147,733,507,0,data\dev\86455,data\dev\14147
51189,13528,486,486,1,data\dev\51189,data\dev\13528
4178,48415,762,825,0,data\dev\4178,data\dev\48415
83392,69095,893,893,1,data\dev\83392,data\dev\69095
6597,94420,282,282,1,data\dev\6597,data\dev\94420
16535,14962,12,12,1,data\dev\16535,data\dev\14962
83217,30251,635,635,1,data\dev\83217,data\dev\30251
14470,33090,966,966,1,data\dev\14470,data\dev\33090
72780,73989,453,759,0,data\dev\72780,data\dev\73989
86312,87256,628,628,1,data\dev\86312,data\dev\87256
96829,21632,624,990,0,data\dev\96829,data\dev\21632
89425,54637,462,462,1,data\dev\89425,data\dev\54637
71358,23835,123,123,1,data\dev\71358,data\dev\23835
94411,26952,676,433,0,data\dev\94411,data\dev\26952
63948,95661,421,151,0,data\dev\63948,data\dev\95661
95245,54891,31,31,1,data\dev\95245,data\dev\54891
79722,50699,458,458,1,data\dev\79722,data\dev\50699
48199,91858,544,753,0,data\dev\48199,data\dev\91858
66041,57349,188,188,1,data\dev\66041,data\dev\57349
46242,10494,938,938,1,data\dev\46242,data\dev\10494
23141,91505,653,653,1,data\dev\23141,data\dev\91505
71402,4838,634,634,1,data\dev\71402,data\dev\4838
54281,64806,516,830,0,data\dev\54281,data\dev\64806
90607,34367,402,698,0,data\dev\90607,data\dev\34367
59872,23049,363,409,0,data\dev\59872,data\dev\23049
65966,87065,391,391,1,data\dev\65966,data\dev\87065
44026,68745,544,519,0,data\dev\44026,data\dev\68745
69249,78918,596,35,0,data\dev\69249,data\dev\78918
50692,62912,292,832,0,data\dev\50692,data\dev\62912
92253,8284,990,990,1,data\dev\92253,data\dev\8284
50826,92351,368,368,1,data\dev\50826,data\dev\92351
39296,946,403,792,0,data\dev\39296,data\dev\946
60189,96548,420,420,1,data\dev\60189,data\dev\96548
46068,58255,17,894,0,data\dev\46068,data\dev\58255
44542,41679,542,542,1,data\dev\44542,data\dev\41679
94179,17560,114,204,0,data\dev\94179,data\dev\17560
56308,40566,858,229,0,data\dev\56308,data\dev\40566
58920,29948,889,889,1,data\dev\58920,data\dev\29948
55810,99323,294,496,0,data\dev\55810,data\dev\99323
83383,62760,834,834,1,data\dev\83383,data\dev\62760
91541,81708,905,905,1,data\dev\91541,data\dev\81708
28059,29064,744,842,0,data\dev\28059,data\dev\29064
63592,38467,755,246,0,data\dev\63592,data\dev\38467
43023,57667,807,141,0,data\dev\43023,data\dev\57667
8672,5508,905,89,0,data\dev\8672,data\dev\5508
50142,70301,585,585,1,data\dev\50142,data\dev\70301
55862,72513,683,331,0,data\dev\55862,data\dev\72513
61982,56451,547,547,1,data\dev\61982,data\dev\56451
7715,50982,846,846,1,data\dev\7715,data\dev\50982
97939,90079,283,431,0,data\dev\97939,data\dev\90079
5336,39324,814,641,0,data\dev\5336,data\dev\39324
96256,96201,96,530,0,data\dev\96256,data\dev\96201
58709,13654,349,349,1,data\dev\58709,data\dev\13654
50937,99971,691,691,1,data\dev\50937,data\dev\99971
85330,72972,640,640,1,data\dev\85330,data\dev\72972
64640,95883,837,659,0,data\dev\64640,data\dev\95883
9111,51669,672,545,0,data\dev\9111,data\dev\51669
50201,41913,545,562,0,data\dev\50201,data\dev\41913
89482,53096,53,147,0,data\dev\89482,data\dev\53096
40265,21975,957,395,0,data\dev\40265,data\dev\21975
31192,18445,528,528,1,data\dev\31192,data\dev\18445
59227,48272,222,222,1,data\dev\59227,data\dev\48272
20186,92550,52,52,1,data\dev\20186,data\dev\92550
25483,49612,362,957,0,data\dev\25483,data\dev\49612
38701,76486,503,503,1,data\dev\38701,data\dev\76486
97694,11948,388,388,1,data\dev\97694,data\dev\11948
94214,71863,288,396,0,data\dev\94214,data\dev\71863
73236,74921,402,686,0,data\dev\73236,data\dev\74921
9438,13438,166,166,1,data\dev\9438,data\dev\13438
63948,39042,421,421,1,data\dev\63948,data\dev\39042
43118,28867,470,470,1,data\dev\43118,data\dev\28867
82049,56217,312,312,1,data\dev\82049,data\dev\56217
56177,59144,235,235,1,data\dev\56177,data\dev\59144
45805,73703,187,187,1,data\dev\45805,data\dev\73703
49660,19287,294,294,1,data\dev\49660,data\dev\19287
58167,90840,336,336,1,data\dev\58167,data\dev\90840
11766,68917,195,882,0,data\dev\11766,data\dev\68917
83911,76815,98,98,1,data\dev\83911,data\dev\76815
6108,34586,303,327,0,data\dev\6108,data\dev\34586
40354,22518,737,470,0,data\dev\40354,data\dev\22518
40959,6904,64,64,1,data\dev\40959,data\dev\6904
28004,45486,368,617,0,data\dev\28004,data\dev\45486
43436,82288,608,909,0,data\dev\43436,data\dev\82288
10122,91396,862,930,0,data\dev\10122,data\dev\91396
52398,86508,933,933,1,data\dev\52398,data\dev\86508
27198,15636,73,308,0,data\dev\27198,data\dev\15636
76632,92514,504,504,1,data\dev\76632,data\dev\92514
19674,34121,513,520,0,data\dev\19674,data\dev\34121
83534,73501,995,995,1,data\dev\83534,data\dev\73501
61651,19327,499,499,1,data\dev\61651,data\dev\19327
37332,49727,243,243,1,data\dev\37332,data\dev\49727
50258,93896,783,148,0,data\dev\50258,data\dev\93896
68750,54004,406,406,1,data\dev\68750,data\dev\54004
30952,91702,755,707,0,data\dev\30952,data\dev\91702
63392,69452,260,440,0,data\dev\63392,data\dev\69452
43095,72100,461,499,0,data\dev\43095,data\dev\72100
11735,46586,221,221,1,data\dev\11735,data\dev\46586
5470,12153,304,304,1,data\dev\5470,data\dev\12153
27309,45938,11,11,1,data\dev\27309,data\dev\45938
23784,31264,682,904,0,data\dev\23784,data\dev\31264
35768,45975,889,889,1,data\dev\35768,data\dev\45975
90200,30149,705,705,1,data\dev\90200,data\dev\30149
69457,4730,532,532,1,data\dev\69457,data\dev\4730
87839,55583,182,182,1,data\dev\87839,data\dev\55583
6439,42485,370,370,1,data\dev\6439,data\dev\42485
52382,86726,836,815,0,data\dev\52382,data\dev\86726
62938,92355,939,688,0,data\dev\62938,data\dev\92355
52272,13150,684,684,1,data\dev\52272,data\dev\13150
71581,19109,590,590,1,data\dev\71581,data\dev\19109
38563,6703,545,545,1,data\dev\38563,data\dev\6703
60988,82628,94,984,0,data\dev\60988,data\dev\82628
78440,76759,677,677,1,data\dev\78440,data\dev\76759
29598,36672,753,677,0,data\dev\29598,data\dev\36672
83165,59611,304,150,0,data\dev\83165,data\dev\59611
64686,48019,676,667,0,data\dev\64686,data\dev\48019
98972,81437,856,856,1,data\dev\98972,data\dev\81437
91486,33180,654,574,0,data\dev\91486,data\dev\33180
27561,37859,334,334,1,data\dev\27561,data\dev\37859
32392,6296,82,82,1,data\dev\32392,data\dev\6296
99034,26736,892,892,1,data\dev\99034,data\dev\26736
98363,49754,192,192,1,data\dev\98363,data\dev\49754
96399,81067,530,494,0,data\dev\96399,data\dev\81067
68298,98138,771,771,1,data\dev\68298,data\dev\98138
35041,68273,439,803,0,data\dev\35041,data\dev\68273
73537,45626,534,534,1,data\dev\73537,data\dev\45626
18186,59037,912,593,0,data\dev\18186,data\dev\59037
9564,16493,286,995,0,data\dev\9564,data\dev\16493
44015,63939,411,381,0,data\dev\44015,data\dev\63939
68095,92242,134,134,1,data\dev\68095,data\dev\92242
63207,87956,503,921,0,data\dev\63207,data\dev\87956
27686,43428,813,160,0,data\dev\27686,data\dev\43428
95777,35923,524,660,0,data\dev\95777,data\dev\35923
56184,37089,230,230,1,data\dev\56184,data\dev\37089
27186,79183,4,4,1,data\dev\27186,data\dev\79183
72641,71944,286,636,0,data\dev\72641,data\dev\71944
22838,86233,54,54,1,data\dev\22838,data\dev\86233
17122,98863,124,602,0,data\dev\17122,data\dev\98863
34939,56387,261,261,1,data\dev\34939,data\dev\56387
46926,2638,699,317,0,data\dev\46926,data\dev\2638
14581,18221,540,389,0,data\dev\14581,data\dev\18221
1375,641,172,394,0,data\dev\1375,data\dev\641
48319,56604,918,560,0,data\dev\48319,data\dev\56604
21307,23168,76,76,1,data\dev\21307,data\dev\23168
87723,17512,249,249,1,data\dev\87723,data\dev\17512
87902,25813,515,759,0,data\dev\87902,data\dev\25813
70637,26418,228,228,1,data\dev\70637,data\dev\26418
12551,82644,255,713,0,data\dev\12551,data\dev\82644
99642,54071,593,593,1,data\dev\99642,data\dev\54071
67245,70086,198,735,0,data\dev\67245,data\dev\70086
67715,24674,849,115,0,data\dev\67715,data\dev\24674
82267,23679,334,552,0,data\dev\82267,data\dev\23679
62502,70310,412,412,1,data\dev\62502,data\dev\70310
17512,12406,249,672,0,data\dev\17512,data\dev\12406
48413,80783,910,910,1,data\dev\48413,data\dev\80783
78298,31435,506,506,1,data\dev\78298,data\dev\31435
81941,63476,784,784,1,data\dev\81941,data\dev\63476
4777,63299,341,479,0,data\dev\4777,data\dev\63299
68430,7609,579,101,0,data\dev\68430,data\dev\7609
15628,85365,699,405,0,data\dev\15628,data\dev\85365
68376,34021,544,817,0,data\dev\68376,data\dev\34021
66246,37262,288,288,1,data\dev\66246,data\dev\37262
49251,48988,110,773,0,data\dev\49251,data\dev\48988
15933,86879,465,647,0,data\dev\15933,data\dev\86879
91374,44979,546,546,1,data\dev\91374,data\dev\44979
92218,56388,360,856,0,data\dev\92218,data\dev\56388
87807,46093,561,100,0,data\dev\87807,data\dev\46093
73355,19141,510,258,0,data\dev\73355,data\dev\19141
78288,94193,539,539,1,data\dev\78288,data\dev\94193
43068,64986,290,431,0,data\dev\43068,data\dev\64986
20233,66812,145,498,0,data\dev\20233,data\dev\66812
33952,75779,801,801,1,data\dev\33952,data\dev\75779
57925,97571,543,461,0,data\dev\57925,data\dev\97571
18365,59557,440,221,0,data\dev\18365,data\dev\59557
66847,39638,779,355,0,data\dev\66847,data\dev\39638
96860,84737,751,511,0,data\dev\96860,data\dev\84737
73023,63116,276,276,1,data\dev\73023,data\dev\63116
62201,74684,170,131,0,data\dev\62201,data\dev\74684
60544,27026,550,740,0,data\dev\60544,data\dev\27026
5903,78234,500,500,1,data\dev\5903,data\dev\78234
41141,56646,147,566,0,data\dev\41141,data\dev\56646
59342,70084,5,151,0,data\dev\59342,data\dev\70084
62997,97503,686,99,0,data\dev\62997,data\dev\97503
82682,16493,995,995,1,data\dev\82682,data\dev\16493
93104,88884,700,14,0,data\dev\93104,data\dev\88884
77743,70718,353,353,1,data\dev\77743,data\dev\70718
50696,65923,849,849,1,data\dev\50696,data\dev\65923
29666,84666,689,791,0,data\dev\29666,data\dev\84666
50187,36618,712,781,0,data\dev\50187,data\dev\36618
11626,86146,479,664,0,data\dev\11626,data\dev\86146
80541,18513,923,923,1,data\dev\80541,data\dev\18513
51449,93450,291,873,0,data\dev\51449,data\dev\93450
72809,68735,225,50,0,data\dev\72809,data\dev\68735
56673,57256,328,328,1,data\dev\56673,data\dev\57256
52456,16703,937,937,1,data\dev\52456,data\dev\16703
81239,56431,264,264,1,data\dev\81239,data\dev\56431
74336,2838,649,649,1,data\dev\74336,data\dev\2838
14125,45938,468,11,0,data\dev\14125,data\dev\45938
45338,70026,102,102,1,data\dev\45338,data\dev\70026
50708,4887,4,558,0,data\dev\50708,data\dev\4887
73297,38399,122,122,1,data\dev\73297,data\dev\38399
74564,31257,701,701,1,data\dev\74564,data\dev\31257
66153,90265,939,378,0,data\dev\66153,data\dev\90265
33012,97636,231,231,1,data\dev\33012,data\dev\97636
55959,76154,63,63,1,data\dev\55959,data\dev\76154
55951,79483,297,297,1,data\dev\55951,data\dev\79483
7091,41670,206,206,1,data\dev\7091,data\dev\41670
58091,19354,183,97,0,data\dev\58091,data\dev\19354
87464,51547,30,30,1,data\dev\87464,data\dev\51547
94139,27467,747,927,0,data\dev\94139,data\dev\27467
79077,47229,748,748,1,data\dev\79077,data\dev\47229
43970,65875,226,717,0,data\dev\43970,data\dev\65875
63010,84474,475,153,0,data\dev\63010,data\dev\84474
31133,75279,570,631,0,data\dev\31133,data\dev\75279
77313,11620,809,809,1,data\dev\77313,data\dev\11620
59764,32142,99,409,0,data\dev\59764,data\dev\32142
69898,68060,131,709,0,data\dev\69898,data\dev\68060
67778,6422,409,409,1,data\dev\67778,data\dev\6422
48988,84967,773,150,0,data\dev\48988,data\dev\84967
72187,80275,1,1,1,data\dev\72187,data\dev\80275
34233,33107,536,256,0,data\dev\34233,data\dev\33107
56114,19870,840,822,0,data\dev\56114,data\dev\19870
45064,63718,247,247,1,data\dev\45064,data\dev\63718
46454,22191,953,953,1,data\dev\46454,data\dev\22191
74224,68875,808,372,0,data\dev\74224,data\dev\68875
60510,14798,969,468,0,data\dev\60510,data\dev\14798
90026,36427,725,725,1,data\dev\90026,data\dev\36427
57883,68750,816,406,0,data\dev\57883,data\dev\68750
4267,51470,296,669,0,data\dev\4267,data\dev\51470
63476,28445,784,784,1,data\dev\63476,data\dev\28445
66255,78940,472,848,0,data\dev\66255,data\dev\78940
77025,36755,505,505,1,data\dev\77025,data\dev\36755
35404,25894,658,658,1,data\dev\35404,data\dev\25894
2705,17999,558,14,0,data\dev\2705,data\dev\17999
83724,23007,465,253,0,data\dev\83724,data\dev\23007
62875,71482,974,974,1,data\dev\62875,data\dev\71482
50706,95138,364,364,1,data\dev\50706,data\dev\95138
72420,37801,268,268,1,data\dev\72420,data\dev\37801
96453,39421,583,583,1,data\dev\96453,data\dev\39421
83184,96950,191,381,0,data\dev\83184,data\dev\96950
55430,89217,498,498,1,data\dev\55430,data\dev\89217
4525,54439,111,112,0,data\dev\4525,data\dev\54439
82509,4200,821,206,0,data\dev\82509,data\dev\4200
12290,77892,727,727,1,data\dev\12290,data\dev\77892
54316,41973,292,687,0,data\dev\54316,data\dev\41973
86901,31027,611,611,1,data\dev\86901,data\dev\31027
27708,32817,356,294,0,data\dev\27708,data\dev\32817
18637,35320,472,782,0,data\dev\18637,data\dev\35320
45847,47463,563,563,1,data\dev\45847,data\dev\47463
27677,2484,935,698,0,data\dev\27677,data\dev\2484
35876,13072,309,519,0,data\dev\35876,data\dev\13072
21505,73991,30,143,0,data\dev\21505,data\dev\73991
71228,45401,512,669,0,data\dev\71228,data\dev\45401
12563,13230,832,409,0,data\dev\12563,data\dev\13230
8745,3646,613,239,0,data\dev\8745,data\dev\3646
52054,58280,482,482,1,data\dev\52054,data\dev\58280
24975,7560,288,463,0,data\dev\24975,data\dev\7560
95171,52818,185,199,0,data\dev\95171,data\dev\52818
51030,67489,294,945,0,data\dev\51030,data\dev\67489
78304,68741,322,322,1,data\dev\78304,data\dev\68741
83230,86314,910,239,0,data\dev\83230,data\dev\86314
14695,34576,477,477,1,data\dev\14695,data\dev\34576
62814,17336,158,595,0,data\dev\62814,data\dev\17336
85140,2184,82,602,0,data\dev\85140,data\dev\2184
27743,33179,685,685,1,data\dev\27743,data\dev\33179
10422,41327,321,321,1,data\dev\10422,data\dev\41327
69491,60420,40,115,0,data\dev\69491,data\dev\60420
4703,60527,235,235,1,data\dev\4703,data\dev\60527
59896,34533,882,882,1,data\dev\59896,data\dev\34533
17878,56842,756,140,0,data\dev\17878,data\dev\56842
89845,29515,956,207,0,data\dev\89845,data\dev\29515
22605,483,312,586,0,data\dev\22605,data\dev\483
8128,60324,529,529,1,data\dev\8128,data\dev\60324
37355,56362,696,696,1,data\dev\37355,data\dev\56362
88529,88546,467,467,1,data\dev\88529,data\dev\88546
